Source,Target,Type,métier
aves_aa_4R_auth_0383,1425,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0383,1434,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0391,1426,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0404,1427,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0419,1428,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0419,1443,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0419,1446,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0428,1429,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0428,1438,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0428,1441,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0428,1447,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0428,1450,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0428,1453,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0442,1431,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0442,1440,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0455,1433,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0471,1435,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0477,1436,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0477,1448,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0477,1451,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0477,1454,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0487,1437,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0540,1442,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0540,1445,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0557,1444,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0605,1449,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0605,1452,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0605,1455,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0605,1459,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0605,1460,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0668,1456,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0668,1461,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0668,1462,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0668,1467,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0668,1468,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0674,1457,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0674,1458,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0707,1463,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0707,1464,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0724,1466,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0741,1469,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0741,1470,conseiller,huiliers_meuniers et tondeurs_de_draps
aves_aa_4R_auth_0019,1400,conseiller,jardiniers
aves_aa_4R_auth_0048,1401,conseiller,jardiniers
aves_aa_4R_auth_0071,1402,conseiller,jardiniers
aves_aa_4R_auth_0096,1403,conseiller,jardiniers
aves_aa_4R_auth_0096,1415,conseiller,jardiniers
aves_aa_4R_auth_0115,1404,conseiller,jardiniers
aves_aa_4R_auth_0115,1408,conseiller,jardiniers
aves_aa_4R_auth_0115,1413,conseiller,jardiniers
aves_aa_4R_auth_0115,1417,conseiller,jardiniers
aves_aa_4R_auth_0131,1405,conseiller,jardiniers
aves_aa_4R_auth_0145,1406,conseiller,jardiniers
aves_aa_4R_auth_0170,1409,conseiller,jardiniers
aves_aa_4R_auth_0181,1410,conseiller,jardiniers
aves_aa_4R_auth_0186,1420,conseiller,jardiniers
aves_aa_4R_auth_0199,1411,conseiller,jardiniers
aves_aa_4R_auth_0199,1427,conseiller,jardiniers
aves_aa_4R_auth_0215,1412,conseiller,jardiniers
aves_aa_4R_auth_0241,1414,conseiller,jardiniers
aves_aa_4R_auth_0270,1416,conseiller,jardiniers
aves_aa_4R_auth_0270,1424,conseiller,jardiniers
aves_aa_4R_auth_0270,1429,conseiller,jardiniers
aves_aa_4R_auth_0270,1436,conseiller,jardiniers
aves_aa_4R_auth_0270,1444,conseiller,jardiniers
aves_aa_4R_auth_0270,1449,conseiller,jardiniers
aves_aa_4R_auth_0270,1453,conseiller,jardiniers
aves_aa_4R_auth_0270,1458,conseiller,jardiniers
aves_aa_4R_auth_0270,1459,conseiller,jardiniers
aves_aa_4R_auth_0270,1466,conseiller,jardiniers
aves_aa_4R_auth_0270,1467,conseiller,jardiniers
aves_aa_4R_auth_0270,1472,conseiller,jardiniers
aves_aa_4R_auth_0270,1473,conseiller,jardiniers
aves_aa_4R_auth_0282,1435,conseiller,jardiniers
aves_aa_4R_auth_0282,1443,conseiller,jardiniers
aves_aa_4R_auth_0290,1418,conseiller,jardiniers
aves_aa_4R_auth_0290,1422,conseiller,jardiniers
aves_aa_4R_auth_0290,1426,conseiller,jardiniers
aves_aa_4R_auth_0290,1430,conseiller,jardiniers
aves_aa_4R_auth_0290,1434,conseiller,jardiniers
aves_aa_4R_auth_0303,1419,conseiller,jardiniers
aves_aa_4R_auth_0303,1423,conseiller,jardiniers
aves_aa_4R_auth_0303,1431,conseiller,jardiniers
aves_aa_4R_auth_0328,1421,conseiller,jardiniers
aves_aa_4R_auth_0337,1437,conseiller,jardiniers
aves_aa_4R_auth_0337,1441,conseiller,jardiniers
aves_aa_4R_auth_0377,1425,conseiller,jardiniers
aves_aa_4R_auth_0413,1428,conseiller,jardiniers
aves_aa_4R_auth_0448,1433,conseiller,jardiniers
aves_aa_4R_auth_0448,1440,conseiller,jardiniers
aves_aa_4R_auth_0448,1445,conseiller,jardiniers
aves_aa_4R_auth_0448,1457,conseiller,jardiniers
aves_aa_4R_auth_0491,1438,conseiller,jardiniers
aves_aa_4R_auth_0502,1439,conseiller,jardiniers
aves_aa_4R_auth_0536,1442,conseiller,jardiniers
aves_aa_4R_auth_0536,1446,conseiller,jardiniers
aves_aa_4R_auth_0580,1447,conseiller,jardiniers
aves_aa_4R_auth_0591,1448,conseiller,jardiniers
aves_aa_4R_auth_0591,1452,conseiller,jardiniers
aves_aa_4R_auth_0591,1456,conseiller,jardiniers
aves_aa_4R_auth_0604,1450,conseiller,jardiniers
aves_aa_4R_auth_0604,1454,conseiller,jardiniers
aves_aa_4R_auth_0604,1460,conseiller,jardiniers
aves_aa_4R_auth_0604,1461,conseiller,jardiniers
aves_aa_4R_auth_0620,1451,conseiller,jardiniers
aves_aa_4R_auth_0658,1494,conseiller,jardiniers
aves_aa_4R_auth_0658,1495,conseiller,jardiniers
aves_aa_4R_auth_0660,1455,conseiller,jardiniers
aves_aa_4R_auth_0660,1462,conseiller,jardiniers
aves_aa_4R_auth_0660,1463,conseiller,jardiniers
aves_aa_4R_auth_0660,1470,conseiller,jardiniers
aves_aa_4R_auth_0660,1471,conseiller,jardiniers
aves_aa_4R_auth_0660,1478,conseiller,jardiniers
aves_aa_4R_auth_0711,1464,conseiller,jardiniers
aves_aa_4R_auth_0711,1465,conseiller,jardiniers
aves_aa_4R_auth_0734,1468,conseiller,jardiniers
aves_aa_4R_auth_0734,1469,conseiller,jardiniers
aves_aa_4R_auth_0734,1480,conseiller,jardiniers
aves_aa_4R_auth_0734,1481,conseiller,jardiniers
aves_aa_4R_auth_0768,1474,conseiller,jardiniers
aves_aa_4R_auth_0768,1475,conseiller,jardiniers
aves_aa_4R_auth_0776,1476,conseiller,jardiniers
aves_aa_4R_auth_0776,1477,conseiller,jardiniers
aves_aa_4R_auth_0776,1484,conseiller,jardiniers
aves_aa_4R_auth_0776,1485,conseiller,jardiniers
aves_aa_4R_auth_0797,1479,conseiller,jardiniers
aves_aa_4R_auth_0797,1486,conseiller,jardiniers
aves_aa_4R_auth_0797,1487,conseiller,jardiniers
aves_aa_4R_auth_0810,1482,conseiller,jardiniers
aves_aa_4R_auth_0810,1483,conseiller,jardiniers
aves_aa_4R_auth_0810,1488,conseiller,jardiniers
aves_aa_4R_auth_0810,1489,conseiller,jardiniers
aves_aa_4R_auth_0810,1496,conseiller,jardiniers
aves_aa_4R_auth_0810,1497,conseiller,jardiniers
aves_aa_4R_auth_0845,1490,conseiller,jardiniers
aves_aa_4R_auth_0845,1491,conseiller,jardiniers
aves_aa_4R_auth_0845,1498,conseiller,jardiniers
aves_aa_4R_auth_0845,1499,conseiller,jardiniers
aves_aa_4R_auth_0857,1492,conseiller,jardiniers
aves_aa_4R_auth_0857,1493,conseiller,jardiniers
aves_aa_4R_auth_0009,1400,conseiller,maçons
aves_aa_4R_auth_0009,1404,conseiller,maçons
aves_aa_4R_auth_0009,1421,conseiller,maçons
aves_aa_4R_auth_0038,1401,conseiller,maçons
aves_aa_4R_auth_0038,1410,conseiller,maçons
aves_aa_4R_auth_0038,1414,conseiller,maçons
aves_aa_4R_auth_0038,1419,conseiller,maçons
aves_aa_4R_auth_0064,1402,conseiller,maçons
aves_aa_4R_auth_0088,1403,conseiller,maçons
aves_aa_4R_auth_0088,1409,conseiller,maçons
aves_aa_4R_auth_0088,1416,conseiller,maçons
aves_aa_4R_auth_0110,1451,conseiller,maçons
aves_aa_4R_auth_0110,1456,conseiller,maçons
aves_aa_4R_auth_0110,1457,conseiller,maçons
aves_aa_4R_auth_0110,1464,conseiller,maçons
aves_aa_4R_auth_0110,1465,conseiller,maçons
aves_aa_4R_auth_0110,1470,conseiller,maçons
aves_aa_4R_auth_0110,1471,conseiller,maçons
aves_aa_4R_auth_0126,1405,conseiller,maçons
aves_aa_4R_auth_0140,1406,conseiller,maçons
aves_aa_4R_auth_0153,1408,conseiller,maçons
aves_aa_4R_auth_0153,1431,conseiller,maçons
aves_aa_4R_auth_0192,1411,conseiller,maçons
aves_aa_4R_auth_0210,1412,conseiller,maçons
aves_aa_4R_auth_0250,1415,conseiller,maçons
aves_aa_4R_auth_0250,1418,conseiller,maçons
aves_aa_4R_auth_0250,1424,conseiller,maçons
aves_aa_4R_auth_0278,1417,conseiller,maçons
aves_aa_4R_auth_0278,1429,conseiller,maçons
aves_aa_4R_auth_0309,1420,conseiller,maçons
aves_aa_4R_auth_0338,1422,conseiller,maçons
aves_aa_4R_auth_0351,1423,conseiller,maçons
aves_aa_4R_auth_0351,1427,conseiller,maçons
aves_aa_4R_auth_0373,1425,conseiller,maçons
aves_aa_4R_auth_0384,1426,conseiller,maçons
aves_aa_4R_auth_0407,1428,conseiller,maçons
aves_aa_4R_auth_0430,1430,conseiller,maçons
aves_aa_4R_auth_0430,1434,conseiller,maçons
aves_aa_4R_auth_0430,1437,conseiller,maçons
aves_aa_4R_auth_0430,1440,conseiller,maçons
aves_aa_4R_auth_0430,1443,conseiller,maçons
aves_aa_4R_auth_0447,1433,conseiller,maçons
aves_aa_4R_auth_0462,1435,conseiller,maçons
aves_aa_4R_auth_0462,1439,conseiller,maçons
aves_aa_4R_auth_0473,1436,conseiller,maçons
aves_aa_4R_auth_0489,1438,conseiller,maçons
aves_aa_4R_auth_0525,1441,conseiller,maçons
aves_aa_4R_auth_0525,1445,conseiller,maçons
aves_aa_4R_auth_0525,1450,conseiller,maçons
aves_aa_4R_auth_0525,1453,conseiller,maçons
aves_aa_4R_auth_0534,1442,conseiller,maçons
aves_aa_4R_auth_0534,1444,conseiller,maçons
aves_aa_4R_auth_0534,1448,conseiller,maçons
aves_aa_4R_auth_0534,1452,conseiller,maçons
aves_aa_4R_auth_0568,1446,conseiller,maçons
aves_aa_4R_auth_0568,1454,conseiller,maçons
aves_aa_4R_auth_0568,1462,conseiller,maçons
aves_aa_4R_auth_0568,1463,conseiller,maçons
aves_aa_4R_auth_0568,1468,conseiller,maçons
aves_aa_4R_auth_0568,1469,conseiller,maçons
aves_aa_4R_auth_0576,1447,conseiller,maçons
aves_aa_4R_auth_0596,1449,conseiller,maçons
aves_aa_4R_auth_0596,1466,conseiller,maçons
aves_aa_4R_auth_0596,1467,conseiller,maçons
aves_aa_4R_auth_0655,1455,conseiller,maçons
aves_aa_4R_auth_0676,1458,conseiller,maçons
aves_aa_4R_auth_0676,1459,conseiller,maçons
aves_aa_4R_auth_0690,1460,conseiller,maçons
aves_aa_4R_auth_0690,1482,conseiller,maçons
aves_aa_4R_auth_0690,1483,conseiller,maçons
aves_aa_4R_auth_0694,1461,conseiller,maçons
aves_aa_4R_auth_0758,1472,conseiller,maçons
aves_aa_4R_auth_0758,1473,conseiller,maçons
aves_aa_4R_auth_0770,1474,conseiller,maçons
aves_aa_4R_auth_0770,1475,conseiller,maçons
aves_aa_4R_auth_0777,1476,conseiller,maçons
aves_aa_4R_auth_0777,1477,conseiller,maçons
aves_aa_4R_auth_0790,1478,conseiller,maçons
aves_aa_4R_auth_0790,1479,conseiller,maçons
aves_aa_4R_auth_0804,1480,conseiller,maçons
aves_aa_4R_auth_0804,1481,conseiller,maçons
aves_aa_4R_auth_0804,1490,conseiller,maçons
aves_aa_4R_auth_0804,1491,conseiller,maçons
aves_aa_4R_auth_0820,1484,conseiller,maçons
aves_aa_4R_auth_0820,1485,conseiller,maçons
aves_aa_4R_auth_0828,1486,conseiller,maçons
aves_aa_4R_auth_0828,1487,conseiller,maçons
aves_aa_4R_auth_0828,1494,conseiller,maçons
aves_aa_4R_auth_0828,1495,conseiller,maçons
aves_aa_4R_auth_0834,1488,conseiller,maçons
aves_aa_4R_auth_0841,1489,conseiller,maçons
aves_aa_4R_auth_0841,1498,conseiller,maçons
aves_aa_4R_auth_0841,1499,conseiller,maçons
aves_aa_4R_auth_0858,1492,conseiller,maçons
aves_aa_4R_auth_0858,1493,conseiller,maçons
aves_aa_4R_auth_0877,1496,conseiller,maçons
aves_aa_4R_auth_0877,1497,conseiller,maçons
aves_aa_4R_auth_0002,1400,conseiller,marchands
aves_aa_4R_auth_0031,1401,conseiller,marchands
aves_aa_4R_auth_0031,1403,conseiller,marchands
aves_aa_4R_auth_0031,1411,conseiller,marchands
aves_aa_4R_auth_0031,1417,conseiller,marchands
aves_aa_4R_auth_0031,1420,conseiller,marchands
aves_aa_4R_auth_0031,1422,conseiller,marchands
aves_aa_4R_auth_0031,1424,conseiller,marchands
aves_aa_4R_auth_0059,1402,conseiller,marchands
aves_aa_4R_auth_0059,1404,conseiller,marchands
aves_aa_4R_auth_0059,1416,conseiller,marchands
aves_aa_4R_auth_0059,1418,conseiller,marchands
aves_aa_4R_auth_0059,1423,conseiller,marchands
aves_aa_4R_auth_0121,1405,conseiller,marchands
aves_aa_4R_auth_0121,1412,conseiller,marchands
aves_aa_4R_auth_0136,1406,conseiller,marchands
aves_aa_4R_auth_0136,1410,conseiller,marchands
aves_aa_4R_auth_0136,1431,conseiller,marchands
aves_aa_4R_auth_0151,1408,conseiller,marchands
aves_aa_4R_auth_0166,1409,conseiller,marchands
aves_aa_4R_auth_0166,1426,conseiller,marchands
aves_aa_4R_auth_0177,1429,conseiller,marchands
aves_aa_4R_auth_0221,1413,conseiller,marchands
aves_aa_4R_auth_0232,1414,conseiller,marchands
aves_aa_4R_auth_0232,1437,conseiller,marchands
aves_aa_4R_auth_0246,1415,conseiller,marchands
aves_aa_4R_auth_0297,1419,conseiller,marchands
aves_aa_4R_auth_0316,1421,conseiller,marchands
aves_aa_4R_auth_0370,1425,conseiller,marchands
aves_aa_4R_auth_0370,1430,conseiller,marchands
aves_aa_4R_auth_0370,1434,conseiller,marchands
aves_aa_4R_auth_0370,1436,conseiller,marchands
aves_aa_4R_auth_0370,1438,conseiller,marchands
aves_aa_4R_auth_0370,1440,conseiller,marchands
aves_aa_4R_auth_0370,1442,conseiller,marchands
aves_aa_4R_auth_0370,1444,conseiller,marchands
aves_aa_4R_auth_0392,1427,conseiller,marchands
aves_aa_4R_auth_0405,1428,conseiller,marchands
aves_aa_4R_auth_0443,1433,conseiller,marchands
aves_aa_4R_auth_0459,1435,conseiller,marchands
aves_aa_4R_auth_0498,1439,conseiller,marchands
aves_aa_4R_auth_0498,1451,conseiller,marchands
aves_aa_4R_auth_0520,1441,conseiller,marchands
aves_aa_4R_auth_0520,1447,conseiller,marchands
aves_aa_4R_auth_0520,1450,conseiller,marchands
aves_aa_4R_auth_0520,1452,conseiller,marchands
aves_aa_4R_auth_0520,1456,conseiller,marchands
aves_aa_4R_auth_0520,1459,conseiller,marchands
aves_aa_4R_auth_0520,1463,conseiller,marchands
aves_aa_4R_auth_0520,1464,conseiller,marchands
aves_aa_4R_auth_0541,1443,conseiller,marchands
aves_aa_4R_auth_0541,1489,conseiller,marchands
aves_aa_4R_auth_0541,1490,conseiller,marchands
aves_aa_4R_auth_0558,1445,conseiller,marchands
aves_aa_4R_auth_0565,1446,conseiller,marchands
aves_aa_4R_auth_0586,1448,conseiller,marchands
aves_aa_4R_auth_0586,1469,conseiller,marchands
aves_aa_4R_auth_0586,1470,conseiller,marchands
aves_aa_4R_auth_0586,1475,conseiller,marchands
aves_aa_4R_auth_0586,1476,conseiller,marchands
aves_aa_4R_auth_0586,1481,conseiller,marchands
aves_aa_4R_auth_0586,1482,conseiller,marchands
aves_aa_4R_auth_0594,1449,conseiller,marchands
aves_aa_4R_auth_0633,1453,conseiller,marchands
aves_aa_4R_auth_0643,1454,conseiller,marchands
aves_aa_4R_auth_0645,1465,conseiller,marchands
aves_aa_4R_auth_0645,1466,conseiller,marchands
aves_aa_4R_auth_0651,1455,conseiller,marchands
aves_aa_4R_auth_0651,1461,conseiller,marchands
aves_aa_4R_auth_0651,1462,conseiller,marchands
aves_aa_4R_auth_0669,1457,conseiller,marchands
aves_aa_4R_auth_0669,1458,conseiller,marchands
aves_aa_4R_auth_0688,1460,conseiller,marchands
aves_aa_4R_auth_0688,1467,conseiller,marchands
aves_aa_4R_auth_0688,1468,conseiller,marchands
aves_aa_4R_auth_0749,1471,conseiller,marchands
aves_aa_4R_auth_0749,1472,conseiller,marchands
aves_aa_4R_auth_0759,1473,conseiller,marchands
aves_aa_4R_auth_0759,1474,conseiller,marchands
aves_aa_4R_auth_0759,1485,conseiller,marchands
aves_aa_4R_auth_0759,1486,conseiller,marchands
aves_aa_4R_auth_0759,1499,conseiller,marchands
aves_aa_4R_auth_0778,1477,conseiller,marchands
aves_aa_4R_auth_0778,1478,conseiller,marchands
aves_aa_4R_auth_0791,1479,conseiller,marchands
aves_aa_4R_auth_0791,1480,conseiller,marchands
aves_aa_4R_auth_0791,1483,conseiller,marchands
aves_aa_4R_auth_0791,1484,conseiller,marchands
aves_aa_4R_auth_0791,1487,conseiller,marchands
aves_aa_4R_auth_0791,1488,conseiller,marchands
aves_aa_4R_auth_0846,1491,conseiller,marchands
aves_aa_4R_auth_0846,1492,conseiller,marchands
aves_aa_4R_auth_0859,1493,conseiller,marchands
aves_aa_4R_auth_0864,1494,conseiller,marchands
aves_aa_4R_auth_0868,1495,conseiller,marchands
aves_aa_4R_auth_0868,1496,conseiller,marchands
aves_aa_4R_auth_0878,1497,conseiller,marchands
aves_aa_4R_auth_0878,1498,conseiller,marchands
aves_aa_4R_auth_0018,1400,conseiller,marchands_de_grains
aves_aa_4R_auth_0018,1406,conseiller,marchands_de_grains
aves_aa_4R_auth_0047,1401,conseiller,marchands_de_grains
aves_aa_4R_auth_0070,1402,conseiller,marchands_de_grains
aves_aa_4R_auth_0095,1403,conseiller,marchands_de_grains
aves_aa_4R_auth_0095,1412,conseiller,marchands_de_grains
aves_aa_4R_auth_0095,1416,conseiller,marchands_de_grains
aves_aa_4R_auth_0095,1418,conseiller,marchands_de_grains
aves_aa_4R_auth_0114,1404,conseiller,marchands_de_grains
aves_aa_4R_auth_0114,1414,conseiller,marchands_de_grains
aves_aa_4R_auth_0130,1405,conseiller,marchands_de_grains
aves_aa_4R_auth_0130,1409,conseiller,marchands_de_grains
aves_aa_4R_auth_0130,1413,conseiller,marchands_de_grains
aves_aa_4R_auth_0130,1415,conseiller,marchands_de_grains
aves_aa_4R_auth_0130,1419,conseiller,marchands_de_grains
aves_aa_4R_auth_0130,1423,conseiller,marchands_de_grains
aves_aa_4R_auth_0130,1425,conseiller,marchands_de_grains
aves_aa_4R_auth_0130,1427,conseiller,marchands_de_grains
aves_aa_4R_auth_0130,1431,conseiller,marchands_de_grains
aves_aa_4R_auth_0130,1433,conseiller,marchands_de_grains
aves_aa_4R_auth_0130,1435,conseiller,marchands_de_grains
aves_aa_4R_auth_0130,1437,conseiller,marchands_de_grains
aves_aa_4R_auth_0159,1408,conseiller,marchands_de_grains
aves_aa_4R_auth_0180,1410,conseiller,marchands_de_grains
aves_aa_4R_auth_0198,1411,conseiller,marchands_de_grains
aves_aa_4R_auth_0198,1417,conseiller,marchands_de_grains
aves_aa_4R_auth_0198,1426,conseiller,marchands_de_grains
aves_aa_4R_auth_0198,1434,conseiller,marchands_de_grains
aves_aa_4R_auth_0198,1438,conseiller,marchands_de_grains
aves_aa_4R_auth_0198,1442,conseiller,marchands_de_grains
aves_aa_4R_auth_0312,1420,conseiller,marchands_de_grains
aves_aa_4R_auth_0327,1421,conseiller,marchands_de_grains
aves_aa_4R_auth_0344,1422,conseiller,marchands_de_grains
aves_aa_4R_auth_0367,1424,conseiller,marchands_de_grains
aves_aa_4R_auth_0367,1429,conseiller,marchands_de_grains
aves_aa_4R_auth_0367,1441,conseiller,marchands_de_grains
aves_aa_4R_auth_0397,1445,conseiller,marchands_de_grains
aves_aa_4R_auth_0412,1428,conseiller,marchands_de_grains
aves_aa_4R_auth_0434,1430,conseiller,marchands_de_grains
aves_aa_4R_auth_0476,1436,conseiller,marchands_de_grains
aves_aa_4R_auth_0476,1471,conseiller,marchands_de_grains
aves_aa_4R_auth_0476,1472,conseiller,marchands_de_grains
aves_aa_4R_auth_0501,1439,conseiller,marchands_de_grains
aves_aa_4R_auth_0501,1447,conseiller,marchands_de_grains
aves_aa_4R_auth_0501,1453,conseiller,marchands_de_grains
aves_aa_4R_auth_0501,1459,conseiller,marchands_de_grains
aves_aa_4R_auth_0501,1460,conseiller,marchands_de_grains
aves_aa_4R_auth_0512,1440,conseiller,marchands_de_grains
aves_aa_4R_auth_0512,1444,conseiller,marchands_de_grains
aves_aa_4R_auth_0547,1443,conseiller,marchands_de_grains
aves_aa_4R_auth_0547,1448,conseiller,marchands_de_grains
aves_aa_4R_auth_0547,1450,conseiller,marchands_de_grains
aves_aa_4R_auth_0547,1452,conseiller,marchands_de_grains
aves_aa_4R_auth_0547,1455,conseiller,marchands_de_grains
aves_aa_4R_auth_0547,1457,conseiller,marchands_de_grains
aves_aa_4R_auth_0547,1458,conseiller,marchands_de_grains
aves_aa_4R_auth_0547,1461,conseiller,marchands_de_grains
aves_aa_4R_auth_0547,1462,conseiller,marchands_de_grains
aves_aa_4R_auth_0570,1446,conseiller,marchands_de_grains
aves_aa_4R_auth_0570,1449,conseiller,marchands_de_grains
aves_aa_4R_auth_0608,1467,conseiller,marchands_de_grains
aves_aa_4R_auth_0608,1468,conseiller,marchands_de_grains
aves_aa_4R_auth_0619,1451,conseiller,marchands_de_grains
aves_aa_4R_auth_0619,1456,conseiller,marchands_de_grains
aves_aa_4R_auth_0619,1463,conseiller,marchands_de_grains
aves_aa_4R_auth_0619,1464,conseiller,marchands_de_grains
aves_aa_4R_auth_0648,1454,conseiller,marchands_de_grains
aves_aa_4R_auth_0716,1465,conseiller,marchands_de_grains
aves_aa_4R_auth_0716,1466,conseiller,marchands_de_grains
aves_aa_4R_auth_0716,1473,conseiller,marchands_de_grains
aves_aa_4R_auth_0716,1474,conseiller,marchands_de_grains
aves_aa_4R_auth_0716,1479,conseiller,marchands_de_grains
aves_aa_4R_auth_0716,1480,conseiller,marchands_de_grains
aves_aa_4R_auth_0716,1485,conseiller,marchands_de_grains
aves_aa_4R_auth_0716,1486,conseiller,marchands_de_grains
aves_aa_4R_auth_0739,1469,conseiller,marchands_de_grains
aves_aa_4R_auth_0739,1470,conseiller,marchands_de_grains
aves_aa_4R_auth_0739,1475,conseiller,marchands_de_grains
aves_aa_4R_auth_0739,1476,conseiller,marchands_de_grains
aves_aa_4R_auth_0739,1481,conseiller,marchands_de_grains
aves_aa_4R_auth_0739,1482,conseiller,marchands_de_grains
aves_aa_4R_auth_0779,1477,conseiller,marchands_de_grains
aves_aa_4R_auth_0779,1478,conseiller,marchands_de_grains
aves_aa_4R_auth_0779,1483,conseiller,marchands_de_grains
aves_aa_4R_auth_0779,1484,conseiller,marchands_de_grains
aves_aa_4R_auth_0829,1487,conseiller,marchands_de_grains
aves_aa_4R_auth_0829,1488,conseiller,marchands_de_grains
aves_aa_4R_auth_0829,1491,conseiller,marchands_de_grains
aves_aa_4R_auth_0829,1492,conseiller,marchands_de_grains
aves_aa_4R_auth_0829,1495,conseiller,marchands_de_grains
aves_aa_4R_auth_0829,1496,conseiller,marchands_de_grains
aves_aa_4R_auth_0836,1489,conseiller,marchands_de_grains
aves_aa_4R_auth_0836,1490,conseiller,marchands_de_grains
aves_aa_4R_auth_0836,1493,conseiller,marchands_de_grains
aves_aa_4R_auth_0836,1494,conseiller,marchands_de_grains
aves_aa_4R_auth_0836,1499,conseiller,marchands_de_grains
aves_aa_4R_auth_0880,1497,conseiller,marchands_de_grains
aves_aa_4R_auth_0880,1498,conseiller,marchands_de_grains
aves_aa_4R_auth_0017,1400,conseiller,orfevres
aves_aa_4R_auth_0017,1404,conseiller,orfevres
aves_aa_4R_auth_0017,1408,conseiller,orfevres
aves_aa_4R_auth_0046,1401,conseiller,orfevres
aves_aa_4R_auth_0048,1419,conseiller,orfevres
aves_aa_4R_auth_0048,1425,conseiller,orfevres
aves_aa_4R_auth_0048,1433,conseiller,orfevres
aves_aa_4R_auth_0048,1435,conseiller,orfevres
aves_aa_4R_auth_0048,1437,conseiller,orfevres
aves_aa_4R_auth_0069,1402,conseiller,orfevres
aves_aa_4R_auth_0094,1403,conseiller,orfevres
aves_aa_4R_auth_0129,1405,conseiller,orfevres
aves_aa_4R_auth_0129,1409,conseiller,orfevres
aves_aa_4R_auth_0129,1411,conseiller,orfevres
aves_aa_4R_auth_0129,1415,conseiller,orfevres
aves_aa_4R_auth_0144,1406,conseiller,orfevres
aves_aa_4R_auth_0144,1420,conseiller,orfevres
aves_aa_4R_auth_0179,1410,conseiller,orfevres
aves_aa_4R_auth_0181,1450,conseiller,orfevres
aves_aa_4R_auth_0181,1459,conseiller,orfevres
aves_aa_4R_auth_0181,1460,conseiller,orfevres
aves_aa_4R_auth_0211,1424,conseiller,orfevres
aves_aa_4R_auth_0214,1412,conseiller,orfevres
aves_aa_4R_auth_0214,1426,conseiller,orfevres
aves_aa_4R_auth_0214,1434,conseiller,orfevres
aves_aa_4R_auth_0227,1413,conseiller,orfevres
aves_aa_4R_auth_0227,1416,conseiller,orfevres
aves_aa_4R_auth_0240,1414,conseiller,orfevres
aves_aa_4R_auth_0240,1418,conseiller,orfevres
aves_aa_4R_auth_0240,1428,conseiller,orfevres
aves_aa_4R_auth_0281,1417,conseiller,orfevres
aves_aa_4R_auth_0326,1421,conseiller,orfevres
