Recid,subid,Unnamed: 0,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps_civique,corporation,poele,page,colonne,ligne,AuthNameForename,Length
aves_aa_4R_auth_0816,"['aves_aa_4R_1478_0029', 'aves_aa_4R_1479_0029']","[nan, nan]","[1478, 1479]","['conseiller_des_barbiers_et_baigneurs', 'conseiller_des_barbiers_et_baigneurs']","['Peter Wachenheymer', 'Peter Wachenheimer']","['peter', 'peter']","['wachenheimer', 'wachenheimer']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_barbiers_et_baigneurs', 'corporation_des_barbiers_et_baigneurs']","[nan, nan]","[209, 210]","[nan, nan]","[29, 29]","wachenheimer, peter",2
aves_aa_4R_auth_0817,['aves_aa_4R_1478_0030'],[nan],[1478],['conseiller_des_cordonniers'],['Wilhelm U?lrich'],['wilhelm'],['ulrich'],[nan],[nan],[nan],['echevinat'],['corporation_des_cordonniers'],[nan],[209],[nan],[30],"ulrich, wilhelm",1
aves_aa_4R_auth_0818,"['aves_aa_4R_1478_0035', 'aves_aa_4R_1479_0035']","[nan, nan]","[1478, 1479]","['conseiller_des_regrattiers_cordiers_et_fruitiers', 'conseiller_des_regrattiers_cordiers_et_fruitiers']","['Ku?rin Selig', 'Ku?rin Selig']","['khurin', 'khurin']","['seelig', 'seelig']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_regrattiers_cordiers_et_fruitiers', 'corporation_des_regrattiers_cordiers_et_fruitiers']","[nan, nan]","[209, 210]","[nan, nan]","[35, 35]","seelig, khurin",2
aves_aa_4R_auth_0819,"['aves_aa_4R_1478_0037', 'aves_aa_4R_1479_0037']","[nan, nan]","[1478, 1479]","['conseiller_des_maçons', 'conseiller_des_maçons']","['Conrat Scholle', 'Conrat Scholle']","['konrat', 'konrat']","['scholle', 'scholle']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_maçons', 'corporation_des_maçons']","[nan, nan]","[209, 210]","[nan, nan]","[37, 37]","scholle, konrat",2
aves_aa_4R_auth_0820,"['aves_aa_4R_1479_0015', 'aves_aa_4R_1480_0015', 'aves_aa_4R_1483_0013', 'aves_aa_4R_1484_0013', 'aves_aa_4R_1487_0013', 'aves_aa_4R_1488_0013']","[nan, nan, nan, nan, nan, nan]","[1479, 1480, 1483, 1484, 1487, 1488]","['conseiller_des_marchands', 'conseiller_des_marchands', 'conseiller_des_marchands', 'conseiller_des_marchands', 'conseiller_des_marchands', 'conseiller_des_marchands']","['Hans Erhart von Rotwil', 'Hanserhart von Rotwil', 'Hanserhart von Rotwil', 'Hans Erhart von Rotwil', 'Hans Erhart von Rotwil', 'Hans Erhart von Rotwil']","['johanns-erhart', 'johanns-erhart', 'johanns-erhart', 'johanns-erhart', 'johanns-erhart', 'johanns-erhart']","['rottweil, von', 'rottweil, von', 'rottweil, von', 'rottweil, von', 'rottweil, von', 'rottweil, von']","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_marchands', 'corporation_des_marchands', 'corporation_des_marchands', 'corporation_des_marchands', 'corporation_des_marchands', 'corporation_des_marchands']","[nan, nan, nan, nan, nan, nan]","[210, 211, 212, 213, 214, 215]","[nan, nan, nan, nan, nan, nan]","[15, 15, 13, 13, 13, 13]","rottweil, von, johanns-erhart",6
aves_aa_4R_auth_0821,"['aves_aa_4R_1479_0018', 'aves_aa_4R_1480_0018']","[nan, nan]","[1479, 1480]","['conseiller_des_drapiers', 'conseiller_des_drapiers']","['Gotz von Hohenburg', 'Götz von Hohemburg']","['götze', 'götze']","['hohenburg, von', 'hohenburg, von']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_drapiers', 'corporation_des_drapiers']","[nan, nan]","[210, 211]","[nan, nan]","[18, 18]","hohenburg, von, götze",2
aves_aa_4R_auth_0822,"['aves_aa_4R_1479_0021', 'aves_aa_4R_1480_0021']","[nan, nan]","[1479, 1480]","['conseiller_des_orfevres', 'conseiller_des_orfevres']","['Hans von Franckfort', 'Hans von Franckfort']","['johanns', 'johanns']","['frankfurt, von', 'frankfurt, von']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_orfevres', 'corporation_des_orfevres']","[nan, nan]","[210, 211]","[nan, nan]","[21, 21]","frankfurt, von, johanns",2
aves_aa_4R_auth_0823,"['aves_aa_4R_1479_0027', 'aves_aa_4R_1480_0027']","[nan, nan]","[1479, 1480]","['conseiller_des_tailleurs', 'conseiller_des_tailleurs']","['Heinrich Mùller', 'Heinrich Mùller']","['heinrich', 'heinrich']","['müller', 'müller']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_tailleurs', 'corporation_des_tailleurs']","[nan, nan]","[210, 211]","[nan, nan]","[27, 27]","müller, heinrich",2
aves_aa_4R_auth_0824,['aves_aa_4R_1479_0028'],[nan],[1479],['conseiller_des_forgerons'],['Hans Wehel'],['johanns'],['wehel'],[nan],[nan],[nan],['echevinat'],['corporation_des_forgerons'],[nan],[210],[nan],[28],"wehel, johanns",1
aves_aa_4R_auth_0825,"['aves_aa_4R_1479_0030', 'aves_aa_4R_1486_0027', 'aves_aa_4R_1487_0027']","[nan, nan, nan]","[1479, 1486, 1487]","['conseiller_des_cordonniers', 'conseiller_des_cordonniers', 'conseiller_des_cordonniers']","['Erhart Gisebreht', 'Erhart Gisebreht', 'Erhart Gisebreht']","['erhart', 'erhart', 'erhart']","['gisebrecht', 'gisebrecht', 'gisebrecht']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_cordonniers', 'corporation_des_cordonniers', 'corporation_des_cordonniers']","[nan, nan, nan]","[210, 214, 214]","[nan, nan, nan]","[30, 29, 28]","gisebrecht, erhart",3
aves_aa_4R_auth_0826,"['aves_aa_4R_1479_0031', 'aves_aa_4R_1480_0031', 'aves_aa_4R_1485_0028', 'aves_aa_4R_1486_0028']","[nan, nan, nan, nan]","[1479, 1480, 1485, 1486]","['conseiller_des_pêcheurs', 'conseiller_des_pêcheurs', 'conseiller_des_pêcheurs', 'conseiller_des_pêcheurs']","['Hans Bùlle', 'Hans Bùlle', 'Hans Bùlle', 'Hans Bùlle']","['johanns', 'johanns', 'johanns', 'johanns']","['bülle', 'bülle', 'bülle', 'bülle']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_pêcheurs', 'corporation_des_pêcheurs', 'corporation_des_pêcheurs', 'corporation_des_pêcheurs']","[nan, nan, nan, nan]","[210, 211, 213, 214]","[nan, nan, nan, nan]","[31, 31, 29, 30]","bülle, johanns",4
aves_aa_4R_auth_0827,"['aves_aa_4R_1479_0033', 'aves_aa_4R_1486_0030', 'aves_aa_4R_1487_0030']","[nan, nan, nan]","[1479, 1486, 1487]","['conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers']","['Hans Rorbosch', 'Hans Rorbosch', 'Hans Rorbosch']","['johanns', 'johanns', 'johanns']","['rohrbosch', 'rohrbosch', 'rohrbosch']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers']","[nan, nan, nan]","[210, 214, 214]","[nan, nan, nan]","[33, 32, 32]","rohrbosch, johanns",3
aves_aa_4R_auth_0828,"['aves_aa_4R_1479_0034', 'aves_aa_4R_1480_0034']","[nan, nan]","[1479, 1480]","['conseiller_des_tisserands', 'conseiller_des_tisserands']","['Conrat von Wile', 'Conrat von Wile']","['konrat', 'konrat']","['wile, von', 'wile, von']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_tisserands', 'corporation_des_tisserands']","[nan, nan]","[210, 211]","[nan, nan]","[34, 34]","wile, von, konrat",2
aves_aa_4R_auth_0829,"['aves_aa_4R_1479_0036', 'aves_aa_4R_1480_0036']","[nan, nan]","[1479, 1480]","['conseiller_des_charpentiers', 'conseiller_des_charpentiers']","['Peter von Morsmùnster', 'Peter von Morßmùnster']","['peter', 'peter']","['morsmünster, von', 'morsmünster, von']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_charpentiers', 'corporation_des_charpentiers']","[nan, nan]","[210, 211]","[nan, nan]","[36, 36]","morsmünster, von, peter",2
aves_aa_4R_auth_0830,"['aves_aa_4R_1480_0022', 'aves_aa_4R_1481_0022', 'aves_aa_4R_1484_0020', 'aves_aa_4R_1485_0020', 'aves_aa_4R_1488_0020', 'aves_aa_4R_1489_0020', 'aves_aa_4R_1494_0020', 'aves_aa_4R_1495_0020', 'aves_aa_4R_1498_0020', 'aves_aa_4R_1499_0020']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[1480, 1481, 1484, 1485, 1488, 1489, 1494, 1495, 1498, 1499]","['conseiller_des_boulangers', 'conseiller_des_boulangers', 'conseiller_des_boulangers', 'conseiller_des_boulangers', 'conseiller_des_boulangers', 'conseiller_des_boulangers', 'conseiller_des_boulangers', 'conseiller_des_boulangers', 'conseiller_des_boulangers', 'conseiller_des_boulangers']","['Hans Waldener', 'Hans Waldener', 'Hans Waldener', 'Hans Waldener', 'Hans Waldener', 'Hans Waldener', 'Hans Waldener', 'Hans Waldener', 'Hans Waldener', 'Hans Waldener']","['johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns']","['waldener', 'waldener', 'waldener', 'waldener', 'waldener', 'waldener', 'waldener', 'waldener', 'waldener', 'waldener']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_boulangers', 'corporation_des_boulangers', 'corporation_des_boulangers', 'corporation_des_boulangers', 'corporation_des_boulangers', 'corporation_des_boulangers', 'corporation_des_boulangers', 'corporation_des_boulangers', 'corporation_des_boulangers', 'corporation_des_boulangers']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[211, 211, 213, 213, 215, 215, 218, 218, 220, 220]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[22, 25, 22, 21, 21, 21, 21, 21, 21, 21]","waldener, johanns",10
aves_aa_4R_auth_0831,"['aves_aa_4R_1480_0024', 'aves_aa_4R_1481_0024']","[nan, nan]","[1480, 1481]","['conseiller_des_tonneliers', 'conseiller_des_tonneliers']","['Anthenÿe Dalheim', 'Anthonÿe Dalheim']","['anthenie', 'anthenie']","['dahlheim', 'dahlheim']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_tonneliers', 'corporation_des_tonneliers']","[nan, nan]","[211, 211]","[nan, nan]","[24, 27]","dahlheim, anthenie",2
aves_aa_4R_auth_0832,"['aves_aa_4R_1480_0026', 'aves_aa_4R_1481_0026']","[nan, nan]","[1480, 1481]","['conseiller_des_gourmets_et_courtiers', 'conseiller_des_gourmets_et_courtiers']","['Hans Bëger', 'Hans Beger']","['johanns', 'johanns']","['beger', 'beger']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_gourmets_et_courtiers', 'corporation_des_gourmets_et_courtiers']","[nan, nan]","[211, 211]","[nan, nan]","[26, 27]","beger, johanns",2
aves_aa_4R_auth_0833,"['aves_aa_4R_1480_0035', 'aves_aa_4R_1481_0035']","[nan, nan]","[1480, 1481]","['conseiller_des_regrattiers_cordiers_et_fruitiers', 'conseiller_des_regrattiers_cordiers_et_fruitiers']","['Heinrich Swencker', 'Heinrich Swencker']","['heinrich', 'heinrich']","['schwencker', 'schwencker']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_regrattiers_cordiers_et_fruitiers', 'corporation_des_regrattiers_cordiers_et_fruitiers']","[nan, nan]","[211, 211]","[nan, nan]","[35, 37]","schwencker, heinrich",2
aves_aa_4R_auth_0834,"['aves_aa_4R_1480_0037', 'aves_aa_4R_1481_0037', 'aves_aa_4R_1490_0031', 'aves_aa_4R_1491_0031']","[nan, nan, nan, nan]","[1480, 1481, 1490, 1491]","['conseiller_des_maçons', 'conseiller_des_maçons', 'conseiller_des_maçons', 'conseiller_des_maçons']","['Gangolff von Morßmùnster', 'Gangolff von Morßmùnster', 'Gangolff von Morsmùnster', 'Gangolff von Morßmùnster']","['gangolff', 'gangolff', 'gangolff', 'gangolff']","['morsmünster, von', 'morsmünster, von', 'morsmünster, von', 'morsmünster, von']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_maçons', 'corporation_des_maçons', 'corporation_des_maçons', 'corporation_des_maçons']","[nan, nan, nan, nan]","[211, 211, 216, 216]","[nan, nan, nan, nan]","[37, 40, 33, 33]","morsmünster, von, gangolff",4
aves_aa_4R_auth_0835,"['aves_aa_4R_1481_0021', 'aves_aa_4R_1482_0020', 'aves_aa_4R_1485_0019', 'aves_aa_4R_1486_0019']","[nan, nan, nan, nan]","[1481, 1482, 1485, 1486]","['conseiller_des_orfevres', 'conseiller_des_orfevres', 'conseiller_des_orfevres', 'conseiller_des_orfevres']","['Andres Hapmacher', 'Andres Happmacher', 'Andres Hapmacher', 'Andres Happmacher']","['andres', 'andres', 'andres', 'andres']","['happmacher', 'happmacher', 'happmacher', 'happmacher']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_orfevres', 'corporation_des_orfevres', 'corporation_des_orfevres', 'corporation_des_orfevres']","[nan, nan, nan, nan]","[211, 212, 213, 214]","[nan, nan, nan, nan]","[23, 19, 20, 20]","happmacher, andres",4
aves_aa_4R_auth_0836,"['aves_aa_4R_1481_0031', 'aves_aa_4R_1482_0030']","[nan, nan]","[1481, 1482]","['conseiller_des_pêcheurs', 'conseiller_des_pêcheurs']","['Wirich Burggrafe', 'Wirich Burggrafe']","['wirich', 'wirich']","['burggraf', 'burggraf']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_pêcheurs', 'corporation_des_pêcheurs']","[nan, nan]","[211, 212]","[nan, nan]","[32, 32]","burggraf, wirich",2
aves_aa_4R_auth_0837,"['aves_aa_4R_1481_0032', 'aves_aa_4R_1482_0031', 'aves_aa_4R_1487_0029', 'aves_aa_4R_1488_0029', 'aves_aa_4R_1499_0029']","[nan, nan, nan, nan, nan]","[1481, 1482, 1487, 1488, 1499]","['conseiller_des_charrons', 'conseiller_des_charrons', 'conseiller_des_charrons', 'conseiller_des_charrons', 'conseiller_des_charrons']","['Marx Rebestock', 'Marx Rebestock', 'Marx Rebestock', 'Marx Rebestock', 'Marx Rebestock']","['marx', 'marx', 'marx', 'marx', 'marx']","['rebestock', 'rebestock', 'rebestock', 'rebestock', 'rebestock']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_charrons', 'corporation_des_charrons', 'corporation_des_charrons', 'corporation_des_charrons', 'corporation_des_charrons']","[nan, nan, nan, nan, nan]","[211, 212, 214, 215, 220]","[nan, nan, nan, nan, nan]","[33, 34, 31, 32, 33]","rebestock, marx",5
aves_aa_4R_auth_0838,"['aves_aa_4R_1481_0034', 'aves_aa_4R_1482_0033']","[nan, nan]","[1481, 1482]","['conseiller_des_tisserands', 'conseiller_des_tisserands']","['Hans Mornhinweg', 'Hans Mornhinweg']","['johanns', 'johanns']","['mornhinweg', 'mornhinweg']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_tisserands', 'corporation_des_tisserands']","[nan, nan]","[211, 212]","[nan, nan]","[36, 36]","mornhinweg, johanns",2
aves_aa_4R_auth_0839,"['aves_aa_4R_1482_0013', 'aves_aa_4R_1483_0012', 'aves_aa_4R_1488_0012', 'aves_aa_4R_1489_0012', 'aves_aa_4R_1494_0005']","[nan, nan, nan, nan, nan]","[1482, 1483, 1488, 1489, 1494]","['conseiller_des_bateliers', 'conseiller_des_bateliers', 'conseiller_des_bateliers', 'conseiller_des_bateliers', 'ammeister']","['Götz von Hohenburg', 'Götze von Hohenburg', 'Götz von Hohemburg', 'Götz von Hohemburg', 'Götze von Hohembrug der ammeister']","['götze', 'götze', 'götze', 'götze', 'götze']","['hohenburg, von', 'hohenburg, von', 'hohenburg, von', 'hohenburg, von', 'hohenburg, von']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, ""['ammeister']""]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_bateliers', 'corporation_des_bateliers', 'corporation_des_bateliers', 'corporation_des_bateliers', nan]","[nan, nan, nan, nan, nan]","[212, 212, 215, 215, 218]","[nan, nan, nan, nan, nan]","[13, 12, 12, 12, 5]","hohenburg, von, götze",5
aves_aa_4R_auth_0840,"['aves_aa_4R_1482_0027', 'aves_aa_4R_1483_0026', 'aves_aa_4R_1488_0026', 'aves_aa_4R_1489_0026']","[nan, nan, nan, nan]","[1482, 1483, 1488, 1489]","['conseiller_des_forgerons', 'conseiller_des_forgerons', 'conseiller_des_forgerons', 'conseiller_des_forgerons']","['Rùlin von Druhtersheim', 'Rülin von Truchterßheim', 'Rülin von Truhtersheim', 'Rülin von Druhtersheim']","['ruhlemann', 'ruhlemann', 'ruhlemann', 'ruhlemann']","['trüchtersheim, von', 'trüchtersheim, von', 'trüchtersheim, von', 'trüchtersheim, von']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_forgerons', 'corporation_des_forgerons', 'corporation_des_forgerons', 'corporation_des_forgerons']","[nan, nan, nan, nan]","[212, 212, 215, 215]","[nan, nan, nan, nan]","[29, 28, 28, 28]","trüchtersheim, von, ruhlemann",4
aves_aa_4R_auth_0841,['aves_aa_4R_1482_0028'],[nan],[1482],['conseiller_des_barbiers_et_baigneurs'],['Jacob Meiger'],['jacob'],['meiger'],[nan],[nan],[nan],['echevinat'],['corporation_des_barbiers_et_baigneurs'],[nan],[212],[nan],[30],"meiger, jacob",1
aves_aa_4R_auth_0842,"['aves_aa_4R_1482_0029', 'aves_aa_4R_1483_0027']","[nan, nan]","[1482, 1483]","['conseiller_des_cordonniers', 'conseiller_des_cordonniers']","['Hans Floße', 'Hans Flösse']","['johanns', 'johanns']","['flöss', 'flöss']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_cordonniers', 'corporation_des_cordonniers']","[nan, nan]","[212, 212]","[nan, nan]","[31, 29]","flöss, johanns",2
aves_aa_4R_auth_0843,"['aves_aa_4R_1482_0032', 'aves_aa_4R_1483_0030', 'aves_aa_4R_1488_0030', 'aves_aa_4R_1489_0030', 'aves_aa_4R_1496_0030', 'aves_aa_4R_1497_0030']","[nan, nan, nan, nan, nan, nan]","[1482, 1483, 1488, 1489, 1496, 1497]","['conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers']","['Andres Trense', 'Andres Trense', 'Andres Trense', 'Andres Trense', 'Andres Trense', 'Andres Trense']","['andres', 'andres', 'andres', 'andres', 'andres', 'andres']","['trense', 'trense', 'trense', 'trense', 'trense', 'trense']","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers']","[nan, nan, nan, nan, nan, nan]","[212, 212, 215, 215, 219, 219]","[nan, nan, nan, nan, nan, nan]","[35, 33, 34, 33, 33, 33]","trense, andres",6
aves_aa_4R_auth_0844,"['aves_aa_4R_1483_0015', 'aves_aa_4R_1484_0005']","[nan, nan]","[1483, 1484]","['conseiller_des_cabaretiers', 'ammeister']","['Conrat von Duntzenheim', 'her Conrat von Duntzenheim der ammeister']","['konrat', 'konrat']","['duntzenheim, von', 'duntzenheim, von']","[nan, nan]","[nan, nan]","[nan, ""['her', 'ammeister']""]","['echevinat', 'echevinat']","['corporation_des_cabaretiers', nan]","[nan, nan]","[212, 213]","[nan, nan]","[15, 5]","duntzenheim, von, konrat",2
aves_aa_4R_auth_0845,"['aves_aa_4R_1483_0016', 'aves_aa_4R_1484_0016', 'aves_aa_4R_1487_0016', 'aves_aa_4R_1488_0016', 'aves_aa_4R_1493_0016', 'aves_aa_4R_1494_0016', 'aves_aa_4R_1499_0005']","[nan, nan, nan, nan, nan, nan, nan]","[1483, 1484, 1487, 1488, 1493, 1494, 1499]","['conseiller_des_drapiers', 'conseiller_des_drapiers', 'conseiller_des_drapiers', 'conseiller_des_drapiers', 'conseiller_des_drapiers', 'conseiller_des_drapiers', 'ammeister']","['Obreht Armbruster', 'Obreht Armbroster', 'Obreht Armbroster', 'Obreht Armbroster', 'Abreht Armbroster', 'Obreht Armbroster', 'her Obreht Armbroster der ammeister']","['obrecht', 'obrecht', 'obrecht', 'obrecht', 'obrecht', 'obrecht', 'obrecht']","['armbruster', 'armbruster', 'armbruster', 'armbruster', 'armbruster', 'armbruster', 'armbruster']","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, ""['her', 'ammeister']""]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_drapiers', 'corporation_des_drapiers', 'corporation_des_drapiers', 'corporation_des_drapiers', 'corporation_des_drapiers', 'corporation_des_drapiers', nan]","[nan, nan, nan, nan, nan, nan, nan]","[212, 213, 214, 215, 217, 218, 220]","[nan, nan, nan, nan, nan, nan, nan]","[16, 17, 16, 16, 16, 16, 5]","armbruster, obrecht",7
aves_aa_4R_auth_0846,"['aves_aa_4R_1483_0019', 'aves_aa_4R_1484_0019']","[nan, nan]","[1483, 1484]","['conseiller_des_orfevres', 'conseiller_des_orfevres']","['Heinrich Pfarrer', 'Heinrich Pfarrer']","['heinrich', 'heinrich']","['pfarrer', 'pfarrer']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_orfevres', 'corporation_des_orfevres']","[nan, nan]","[212, 213]","[nan, nan]","[20, 21]","pfarrer, heinrich",2
aves_aa_4R_auth_0847,"['aves_aa_4R_1483_0023', 'aves_aa_4R_1484_0023', 'aves_aa_4R_1495_0023', 'aves_aa_4R_1496_0023']","[nan, nan, nan, nan]","[1483, 1484, 1495, 1496]","['conseiller_des_tanneurs', 'conseiller_des_tanneurs', 'conseiller_des_tanneurs', 'conseiller_des_tanneurs']","['Lorentz Vendenheim', 'Lorentz Vendenheim', 'Lorentz Vendenheim', 'Lorentz Vendenheim']","['laurentz', 'laurentz', 'laurentz', 'laurentz']","['vendenheim', 'vendenheim', 'vendenheim', 'vendenheim']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_tanneurs', 'corporation_des_tanneurs', 'corporation_des_tanneurs', 'corporation_des_tanneurs']","[nan, nan, nan, nan]","[212, 213, 218, 219]","[nan, nan, nan, nan]","[24, 25, 24, 24]","vendenheim, laurentz",4
aves_aa_4R_auth_0848,"['aves_aa_4R_1483_0025', 'aves_aa_4R_1484_0025', 'aves_aa_4R_1491_0025', 'aves_aa_4R_1492_0025']","[nan, nan, nan, nan]","[1483, 1484, 1491, 1492]","['conseiller_des_tailleurs', 'conseiller_des_tailleurs', 'conseiller_des_tailleurs', 'conseiller_des_tailleurs']","['Matheus Esselinger', 'Matheus Esselinger', 'Matheus Esselinger', 'Matheus Esselinger']","['matheus', 'matheus', 'matheus', 'matheus']","['esslinger', 'esslinger', 'esslinger', 'esslinger']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_tailleurs', 'corporation_des_tailleurs', 'corporation_des_tailleurs', 'corporation_des_tailleurs']","[nan, nan, nan, nan]","[212, 213, 216, 217]","[nan, nan, nan, nan]","[27, 28, 26, 26]","esslinger, matheus",4
aves_aa_4R_auth_0849,"['aves_aa_4R_1483_0028', 'aves_aa_4R_1484_0028', 'aves_aa_4R_1489_0028', 'aves_aa_4R_1490_0028', 'aves_aa_4R_1495_0028', 'aves_aa_4R_1496_0028']","[nan, nan, nan, nan, nan, nan]","[1483, 1484, 1489, 1490, 1495, 1496]","['conseiller_des_pêcheurs', 'conseiller_des_pêcheurs', 'conseiller_des_pêcheurs', 'conseiller_des_pêcheurs', 'conseiller_des_pêcheurs', 'conseiller_des_pêcheurs']","['Claus Ülrich', 'Claus Ulrich', 'Claus Ulrich', 'Claus Ulrich', 'Claus Ülrich', 'Claus Ülrich']","['claus', 'claus', 'claus', 'claus', 'claus', 'claus']","['ulrich', 'ulrich', 'ulrich', 'ulrich', 'ulrich', 'ulrich']","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_pêcheurs', 'corporation_des_pêcheurs', 'corporation_des_pêcheurs', 'corporation_des_pêcheurs', 'corporation_des_pêcheurs', 'corporation_des_pêcheurs']","[nan, nan, nan, nan, nan, nan]","[212, 213, 215, 216, 218, 219]","[nan, nan, nan, nan, nan, nan]","[30, 31, 30, 29, 30, 30]","ulrich, claus",6
aves_aa_4R_auth_0850,"['aves_aa_4R_1484_0012', 'aves_aa_4R_1485_0012']","[nan, nan]","[1484, 1485]","['conseiller_des_bateliers', 'conseiller_des_bateliers']","['Hans Jörger', 'Hans Jörger']","['johanns', 'johanns']","['jerger', 'jerger']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_bateliers', 'corporation_des_bateliers']","[nan, nan]","[213, 213]","[nan, nan]","[12, 12]","jerger, johanns",2
