RangConseil,id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne,Unnamed: 0
36,aves_aa_4R_1480_0037,1480,conseiller_des_maçons,Gangolff von Morßmùnster,gangolff,"morsmünster, von",,,,echevinat,corporation_des_maçons,,211,1,37,37.0
4,aves_aa_4R_1481_0005,1481,ammeister,her Jacob Ammelung der                      ammeister,jacob,ammelung,,,"['her', 'ammeister']",echevinat,,,211,2,5,5.0
13,aves_aa_4R_1481_0014,1481,conseiller_des_bateliers,Hans Berlin,johanns,berlin,,,,echevinat,corporation_des_bateliers,,211,2,14,14.0
14,aves_aa_4R_1481_0015,1481,conseiller_des_marchands,her Conrat Riff altammeister,konrat,riffe,,,"['her', 'altammeister']",echevinat,corporation_des_marchands,,211,2,15,15.0
15,aves_aa_4R_1481_0016,1481,conseiller_des_bouchers,Bechtolt Offemburg,bechtolt,offenburg,,,,echevinat,corporation_des_bouchers,,211,2,16,16.0
16,aves_aa_4R_1481_0017,1481,conseiller_des_cabaretiers,Walther von Rore,walther,"rohr, von",,,,echevinat,corporation_des_cabaretiers,,211,2,18,17.0
17,aves_aa_4R_1481_0018,1481,conseiller_des_drapiers,Conrat Armbruster,konrat,armbruster,,,,echevinat,corporation_des_drapiers,,211,2,19,18.0
18,aves_aa_4R_1481_0019,1481,conseiller_des_marchands_de_grains,Sifrit Bietenheim,sifrit,bietenheim,,,,echevinat,corporation_des_marchands_de_grains,,211,2,20,19.0
19,aves_aa_4R_1481_0020,1481,conseiller_des_sauniers,Hans Herbst,johanns,herbst,,,,echevinat,corporation_des_sauniers,,211,2,21,20.0
20,aves_aa_4R_1481_0021,1481,conseiller_des_orfevres,Andres Hapmacher,andres,happmacher,,,,echevinat,corporation_des_orfevres,,211,2,23,21.0
21,aves_aa_4R_1481_0022,1481,conseiller_des_boulangers,Hans Waldener,johanns,waldener,,,,echevinat,corporation_des_boulangers,,211,2,25,22.0
22,aves_aa_4R_1481_0023,1481,conseiller_des_pelletiers,Hans Meiger,johanns,meiger,,,,echevinat,corporation_des_pelletiers,,211,2,26,23.0
23,aves_aa_4R_1481_0024,1481,conseiller_des_tonneliers,Anthonÿe Dalheim,anthenie,dahlheim,,,,echevinat,corporation_des_tonneliers,,211,2,27,24.0
24,aves_aa_4R_1481_0025,1481,conseiller_des_tanneurs,Hans Vendenheim zwùscher brucken,johanns,vendenheim,"brücken, zwischen",,,echevinat,corporation_des_tanneurs,,211,2,28,25.0
25,aves_aa_4R_1481_0026,1481,conseiller_des_gourmets_et_courtiers,Hans Beger,johanns,beger,,,,echevinat,corporation_des_gourmets_et_courtiers,,211,2,27,26.0
26,aves_aa_4R_1481_0027,1481,conseiller_des_tailleurs,Bechtolt Vogelsberg,bechtolt,vogelsberg,,,,echevinat,corporation_des_tailleurs,,211,2,28,27.0
27,aves_aa_4R_1481_0028,1481,conseiller_des_forgerons,Lienhart Ammeister,lienhart,ammeister,,,,echevinat,corporation_des_forgerons,,211,2,29,28.0
28,aves_aa_4R_1481_0029,1481,conseiller_des_barbiers_et_baigneurs,Hans Schedeler,johanns,schedeler,,,,echevinat,corporation_des_barbiers_et_baigneurs,,211,2,30,29.0
29,aves_aa_4R_1481_0030,1481,conseiller_des_cordonniers,Hans Burckart,johanns,burkhart,,,,echevinat,corporation_des_cordonniers,,211,2,31,30.0
30,aves_aa_4R_1481_0031,1481,conseiller_des_pêcheurs,Wirich Burggrafe,wirich,burggraf,,,,echevinat,corporation_des_pêcheurs,,211,2,32,31.0
31,aves_aa_4R_1481_0032,1481,conseiller_des_charrons,Marx Rebestock,marx,rebestock,,,,echevinat,corporation_des_charrons,,211,2,33,32.0
32,aves_aa_4R_1481_0033,1481,conseiller_des_jardiniers,Andres Ersamme,andres,ersam,,,,echevinat,corporation_des_jardiniers,,211,2,35,33.0
33,aves_aa_4R_1481_0034,1481,conseiller_des_tisserands,Hans Mornhinweg,johanns,mornhinweg,,,,echevinat,corporation_des_tisserands,,211,2,36,34.0
34,aves_aa_4R_1481_0035,1481,conseiller_des_regrattiers_cordiers_et_fruitiers,Heinrich Swencker,heinrich,schwencker,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,211,2,37,35.0
35,aves_aa_4R_1481_0036,1481,conseiller_des_charpentiers,Bernhart Scholl,bernhart,scholle,,,,echevinat,corporation_des_charpentiers,,211,2,39,36.0
36,aves_aa_4R_1481_0037,1481,conseiller_des_maçons,Gangolff von Morßmùnster,gangolff,"morsmünster, von",,,,echevinat,corporation_des_maçons,,211,2,40,37.0
3,aves_aa_4R_1482_0004,1482,ammeister,her Peter Schott der ammeister,peter,schott,,,"['her', 'ammeister']",echevinat,,,212,1,4,4.0
12,aves_aa_4R_1482_0013,1482,conseiller_des_bateliers,Götz von Hohenburg,götze,"hohenburg, von",,,,echevinat,corporation_des_bateliers,,212,1,13,13.0
13,aves_aa_4R_1482_0014,1482,conseiller_des_marchands,her Conrat Riffe altameister,konrat,riffe,,,"['her', 'altameister']",echevinat,corporation_des_marchands,,212,1,14,14.0
14,aves_aa_4R_1482_0015,1482,conseiller_des_bouchers,her Marx Kerling,marx,kerling,,,['her'],echevinat,corporation_des_bouchers,,212,1,15,15.0
15,aves_aa_4R_1482_0016,1482,conseiller_des_cabaretiers,Walther von Rore,walther,"rohr, von",,,,echevinat,corporation_des_cabaretiers,,212,1,16,16.0
16,aves_aa_4R_1482_0017,1482,conseiller_des_drapiers,Conrat Armbroster,konrat,armbruster,,,,echevinat,corporation_des_drapiers,,212,1,17,17.0
17,aves_aa_4R_1482_0018,1482,conseiller_des_marchands_de_grains,Sifrit Bietenheim,sifrit,bietenheim,,,,echevinat,corporation_des_marchands_de_grains,,212,1,18,18.0
18,aves_aa_4R_1482_0019,1482,conseiller_des_sauniers,Claus Renner,claus,renner,,,,echevinat,corporation_des_sauniers,,212,1,19,19.0
19,aves_aa_4R_1482_0020,1482,conseiller_des_orfevres,Andres Happmacher,andres,happmacher,,,,echevinat,corporation_des_orfevres,,212,1,19,20.0
20,aves_aa_4R_1482_0021,1482,conseiller_des_boulangers,Diebolt Otteman,diebolt,ottemann,,,,echevinat,corporation_des_boulangers,,212,1,21,21.0
21,aves_aa_4R_1482_0022,1482,conseiller_des_pelletiers,Hans Meiger,johanns,meiger,,,,echevinat,corporation_des_pelletiers,,212,1,22,22.0
22,aves_aa_4R_1482_0023,1482,conseiller_des_tonneliers,Andres Selig,andres,seelig,,,,echevinat,corporation_des_tonneliers,,212,1,23,23.0
23,aves_aa_4R_1482_0024,1482,conseiller_des_tanneurs,Hans Vendenheim zwùschent                               Brucken,johanns,vendenheim,,,,echevinat,corporation_des_tanneurs,,212,1,24,24.0
24,aves_aa_4R_1482_0025,1482,conseiller_des_gourmets_et_courtiers,Hans von Odratzheim,johanns,"odratzheim, von",,,,echevinat,corporation_des_gourmets_et_courtiers,,212,1,26,25.0
25,aves_aa_4R_1482_0026,1482,conseiller_des_tailleurs,Behtolt Vogelsberg,bechtolt,vogelsberg,,,,echevinat,corporation_des_tailleurs,,212,1,28,26.0
26,aves_aa_4R_1482_0027,1482,conseiller_des_forgerons,Rùlin von Druhtersheim,ruhlemann,"trüchtersheim, von",,,,echevinat,corporation_des_forgerons,,212,1,29,27.0
27,aves_aa_4R_1482_0028,1482,conseiller_des_barbiers_et_baigneurs,Jacob Meiger,jacob,meiger,,,,echevinat,corporation_des_barbiers_et_baigneurs,,212,1,30,28.0
28,aves_aa_4R_1482_0029,1482,conseiller_des_cordonniers,Hans Floße,johanns,flöss,,,,echevinat,corporation_des_cordonniers,,212,1,31,29.0
29,aves_aa_4R_1482_0030,1482,conseiller_des_pêcheurs,Wirich Burggrafe,wirich,burggraf,,,,echevinat,corporation_des_pêcheurs,,212,1,32,30.0
30,aves_aa_4R_1482_0031,1482,conseiller_des_charrons,Marx Rebestock,marx,rebestock,,,,echevinat,corporation_des_charrons,,212,1,34,31.0
31,aves_aa_4R_1482_0032,1482,conseiller_des_jardiniers,Andres Trense,andres,trense,,,,echevinat,corporation_des_jardiniers,,212,1,35,32.0
32,aves_aa_4R_1482_0033,1482,conseiller_des_tisserands,Hans Mornhinweg,johanns,mornhinweg,,,,echevinat,corporation_des_tisserands,,212,1,36,33.0
33,aves_aa_4R_1482_0034,1482,conseiller_des_regrattiers_cordiers_et_fruitiers,Lorentz von Gemar,laurentz,"gemersheim, von",,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,212,1,37,34.0
34,aves_aa_4R_1482_0035,1482,conseiller_des_charpentiers,Bernhart Scholle,bernhart,scholle,,,,echevinat,corporation_des_charpentiers,,212,1,39,35.0
35,aves_aa_4R_1482_0036,1482,conseiller_des_maçons,Hans Leytgast,johanns,leitgast,,,,echevinat,corporation_des_maçons,,212,1,40,36.0
4,aves_aa_4R_1483_0005,1483,ammeister,her Mattern Trachenfeils der                         ammeister,mattern,trachenfeils,,,"['her', 'ammeister']",echevinat,,,212,2,5,5.0
11,aves_aa_4R_1483_0012,1483,conseiller_des_bateliers,Götze von Hohenburg,götze,"hohenburg, von",,,,echevinat,corporation_des_bateliers,,212,2,12,12.0
12,aves_aa_4R_1483_0013,1483,conseiller_des_marchands,Hanserhart von Rotwil,johanns-erhart,"rottweil, von",,,,echevinat,corporation_des_marchands,,212,2,13,13.0
13,aves_aa_4R_1483_0014,1483,conseiller_des_bouchers,her Marx Kerling,marx,kerling,,,['her'],echevinat,corporation_des_bouchers,,212,2,14,14.0
14,aves_aa_4R_1483_0015,1483,conseiller_des_cabaretiers,Conrat von Duntzenheim,konrat,"duntzenheim, von",,,,echevinat,corporation_des_cabaretiers,,212,2,15,15.0
15,aves_aa_4R_1483_0016,1483,conseiller_des_drapiers,Obreht Armbruster,obrecht,armbruster,,,,echevinat,corporation_des_drapiers,,212,2,16,16.0
16,aves_aa_4R_1483_0017,1483,conseiller_des_marchands_de_grains,Claus Brune,claus,brun,,,,echevinat,corporation_des_marchands_de_grains,,212,2,17,17.0
17,aves_aa_4R_1483_0018,1483,conseiller_des_sauniers,Claus Renner,claus,renner,,,,echevinat,corporation_des_sauniers,,212,2,18,18.0
18,aves_aa_4R_1483_0019,1483,conseiller_des_orfevres,Heinrich Pfarrer,heinrich,pfarrer,,,,echevinat,corporation_des_orfevres,,212,2,20,19.0
19,aves_aa_4R_1483_0020,1483,conseiller_des_boulangers,Diebolt Otteman,diebolt,ottemann,,,,echevinat,corporation_des_boulangers,,212,2,21,20.0
20,aves_aa_4R_1483_0021,1483,conseiller_des_pelletiers,Heinrich Schott,heinrich,schott,,,,echevinat,corporation_des_pelletiers,,212,2,22,21.0
21,aves_aa_4R_1483_0022,1483,conseiller_des_tonneliers,Andres Selig,andres,seelig,,,,echevinat,corporation_des_tonneliers,,212,2,23,22.0
22,aves_aa_4R_1483_0023,1483,conseiller_des_tanneurs,Lorentz Vendenheim,laurentz,vendenheim,,,,echevinat,corporation_des_tanneurs,,212,2,24,23.0
23,aves_aa_4R_1483_0024,1483,conseiller_des_gourmets_et_courtiers,Hans von Odratzheim,johanns,"odratzheim, von",,,,echevinat,corporation_des_gourmets_et_courtiers,,212,2,25,24.0
24,aves_aa_4R_1483_0025,1483,conseiller_des_tailleurs,Matheus Esselinger,matheus,esslinger,,,,echevinat,corporation_des_tailleurs,,212,2,27,25.0
25,aves_aa_4R_1483_0026,1483,conseiller_des_forgerons,Rülin von Truchterßheim,ruhlemann,"trüchtersheim, von",,,,echevinat,corporation_des_forgerons,,212,2,28,26.0
26,aves_aa_4R_1483_0027,1483,conseiller_des_cordonniers,Hans Flösse,johanns,flöss,,,,echevinat,corporation_des_cordonniers,,212,2,29,27.0
27,aves_aa_4R_1483_0028,1483,conseiller_des_pêcheurs,Claus Ülrich,claus,ulrich,,,,echevinat,corporation_des_pêcheurs,,212,2,30,28.0
28,aves_aa_4R_1483_0029,1483,conseiller_des_charrons,Hans Düheler,johanns,ducheler,,,,echevinat,corporation_des_charrons,,212,2,31,29.0
29,aves_aa_4R_1483_0030,1483,conseiller_des_jardiniers,Andres Trense,andres,trense,,,,echevinat,corporation_des_jardiniers,,212,2,33,30.0
30,aves_aa_4R_1483_0031,1483,conseiller_des_maçons,Hans Leytgast,johanns,leitgast,,,,echevinat,corporation_des_maçons,,212,2,34,31.0
4,aves_aa_4R_1484_0005,1484,ammeister,her Conrat von Duntzenheim der                         ammeister,konrat,"duntzenheim, von",,,"['her', 'ammeister']",echevinat,,,213,1,5,5.0
11,aves_aa_4R_1484_0012,1484,conseiller_des_bateliers,Hans Jörger,johanns,jerger,,,,echevinat,corporation_des_bateliers,,213,1,12,12.0
12,aves_aa_4R_1484_0013,1484,conseiller_des_marchands,Hans Erhart von Rotwil,johanns-erhart,"rottweil, von",,,,echevinat,corporation_des_marchands,,213,1,13,13.0
13,aves_aa_4R_1484_0014,1484,conseiller_des_bouchers,Jacob Wisebach,jacob,wisebach,,,,echevinat,corporation_des_bouchers,,213,1,14,14.0
14,aves_aa_4R_1484_0015,1484,conseiller_des_cabaretiers,Conrat Armbroster,konrat,armbruster,,,,echevinat,corporation_des_cabaretiers,,213,1,15,15.0
15,aves_aa_4R_1484_0016,1484,conseiller_des_drapiers,Obreht Armbroster,obrecht,armbruster,,,,echevinat,corporation_des_drapiers,,213,1,17,16.0
16,aves_aa_4R_1484_0017,1484,conseiller_des_marchands_de_grains,Claus Brune,claus,brun,,,,echevinat,corporation_des_marchands_de_grains,,213,1,18,17.0
17,aves_aa_4R_1484_0018,1484,conseiller_des_sauniers,Lienhart Trachenfeils,lienhart,trachenfeils,,,,echevinat,corporation_des_sauniers,,213,1,19,18.0
18,aves_aa_4R_1484_0019,1484,conseiller_des_orfevres,Heinrich Pfarrer,heinrich,pfarrer,,,,echevinat,corporation_des_orfevres,,213,1,21,19.0
19,aves_aa_4R_1484_0020,1484,conseiller_des_boulangers,Hans Waldener,johanns,waldener,,,,echevinat,corporation_des_boulangers,,213,1,22,20.0
20,aves_aa_4R_1484_0021,1484,conseiller_des_pelletiers,Heinrich Schott,heinrich,schott,,,,echevinat,corporation_des_pelletiers,,213,1,23,21.0
21,aves_aa_4R_1484_0022,1484,conseiller_des_tonneliers,Jacob Amelung altammeister,jacob,ammelung,,,['altammeister'],echevinat,corporation_des_tonneliers,,213,1,24,22.0
22,aves_aa_4R_1484_0023,1484,conseiller_des_tanneurs,Lorentz Vendenheim,laurentz,vendenheim,,,,echevinat,corporation_des_tanneurs,,213,1,25,23.0
23,aves_aa_4R_1484_0024,1484,conseiller_des_gourmets_et_courtiers,Conrat Storck,konrat,storck,,,,echevinat,corporation_des_gourmets_et_courtiers,,213,1,26,24.0
24,aves_aa_4R_1484_0025,1484,conseiller_des_tailleurs,Matheus Esselinger,matheus,esslinger,,,,echevinat,corporation_des_tailleurs,,213,1,28,25.0
25,aves_aa_4R_1484_0026,1484,conseiller_des_forgerons,Hans Wurtemberg,johanns,württemberg,,,,echevinat,corporation_des_forgerons,,213,1,29,26.0
26,aves_aa_4R_1484_0027,1484,conseiller_des_cordonniers,Claus Weỳdelich,claus,weidlich,,,,echevinat,corporation_des_cordonniers,,213,1,30,27.0
27,aves_aa_4R_1484_0028,1484,conseiller_des_pêcheurs,Claus Ulrich,claus,ulrich,,,,echevinat,corporation_des_pêcheurs,,213,1,31,28.0
28,aves_aa_4R_1484_0029,1484,conseiller_des_charrons,Hans Düheler,johanns,ducheler,,,,echevinat,corporation_des_charrons,,213,1,33,29.0
29,aves_aa_4R_1484_0030,1484,conseiller_des_jardiniers,Claus Ersamme,claus,ersam,,,,echevinat,corporation_des_jardiniers,,213,1,34,30.0
30,aves_aa_4R_1484_0031,1484,conseiller_des_maçons,Conrat Valwehenne,konrat,fallwehenne,,,,echevinat,corporation_des_maçons,,213,1,35,31.0
4,aves_aa_4R_1485_0005,1485,ammeister,her Conrat Rỳffe der ammeister,konrat,riffe,,,"['her', 'ammeister']",echevinat,,,213,2,5,5.0
11,aves_aa_4R_1485_0012,1485,conseiller_des_bateliers,Hans Jörger,johanns,jerger,,,,echevinat,corporation_des_bateliers,,213,2,12,12.0
12,aves_aa_4R_1485_0013,1485,conseiller_des_marchands,Jacob Müge,jacob,müge,,,,echevinat,corporation_des_marchands,,213,2,13,13.0
13,aves_aa_4R_1485_0014,1485,conseiller_des_bouchers,Jacob Wisebach,jacob,wisebach,,,,echevinat,corporation_des_bouchers,,213,2,14,14.0
14,aves_aa_4R_1485_0015,1485,conseiller_des_cabaretiers,Hans Meyger,johanns,meiger,,,,echevinat,corporation_des_cabaretiers,,213,2,15,15.0
15,aves_aa_4R_1485_0016,1485,conseiller_des_drapiers,Peter Renner,peter,renner,,,,echevinat,corporation_des_drapiers,,213,2,16,16.0
16,aves_aa_4R_1485_0017,1485,conseiller_des_marchands_de_grains,her Peter Schott altammeister,peter,schott,,,"['her', 'altammeister']",echevinat,corporation_des_marchands_de_grains,,213,2,17,17.0
17,aves_aa_4R_1485_0018,1485,conseiller_des_sauniers,Lienhart Trachenfeils,lienhart,trachenfeils,,,,echevinat,corporation_des_sauniers,,213,2,18,18.0
18,aves_aa_4R_1485_0019,1485,conseiller_des_orfevres,Andres Hapmacher,andres,happmacher,,,,echevinat,corporation_des_orfevres,,213,2,20,19.0
19,aves_aa_4R_1485_0020,1485,conseiller_des_boulangers,Hans Waldener,johanns,waldener,,,,echevinat,corporation_des_boulangers,,213,2,21,20.0
20,aves_aa_4R_1485_0021,1485,conseiller_des_pelletiers,Claus Pfutzer,claus,pfutzer,,,,echevinat,corporation_des_pelletiers,,213,2,22,21.0
21,aves_aa_4R_1485_0022,1485,conseiller_des_tonneliers,Jacob Amlung altammeister,jacob,ammelung,,,['altammeister'],echevinat,corporation_des_tonneliers,,213,2,23,22.0
22,aves_aa_4R_1485_0023,1485,conseiller_des_tanneurs,Hans Vendenheim,johanns,vendenheim,,,,echevinat,corporation_des_tanneurs,,213,2,24,23.0
23,aves_aa_4R_1485_0024,1485,conseiller_des_gourmets_et_courtiers,Conrat Storck,konrat,storck,,,,echevinat,corporation_des_gourmets_et_courtiers,,213,2,25,24.0
24,aves_aa_4R_1485_0025,1485,conseiller_des_tailleurs,Peter Hug,peter,hug,,,,echevinat,corporation_des_tailleurs,,213,2,26,25.0
25,aves_aa_4R_1485_0026,1485,conseiller_des_forgerons,Hans Wurtemberg,johanns,württemberg,,,,echevinat,corporation_des_forgerons,,213,2,27,26.0
26,aves_aa_4R_1485_0027,1485,conseiller_des_cordonniers,Claus Weỳdelich,claus,weidlich,,,,echevinat,corporation_des_cordonniers,,213,2,28,27.0
27,aves_aa_4R_1485_0028,1485,conseiller_des_pêcheurs,Hans Bùlle,johanns,bülle,,,,echevinat,corporation_des_pêcheurs,,213,2,29,28.0
28,aves_aa_4R_1485_0029,1485,conseiller_des_charrons,Hans Claus,johanns,claus,,,,echevinat,corporation_des_charrons,,213,2,31,29.0
29,aves_aa_4R_1485_0030,1485,conseiller_des_jardiniers,Claus Ersame,claus,ersam,,,,echevinat,corporation_des_jardiniers,,213,2,32,30.0
30,aves_aa_4R_1485_0031,1485,conseiller_des_maçons,Conrat Valwehenne,konrat,fallwehenne,,,,echevinat,corporation_des_maçons,,213,2,33,31.0
4,aves_aa_4R_1486_0005,1486,ammeister,her Marx Kerling der ammeister,marx,kerling,,,"['her', 'ammeister']",echevinat,,,214,1,5,5.0
11,aves_aa_4R_1486_0012,1486,conseiller_des_bateliers,Blesin Dolde,blesin,dolde,,,,echevinat,corporation_des_bateliers,,214,1,13,12.0
12,aves_aa_4R_1486_0013,1486,conseiller_des_marchands,Jacob Müge,jacob,müge,,,,echevinat,corporation_des_marchands,,214,1,14,13.0
13,aves_aa_4R_1486_0014,1486,conseiller_des_bouchers,Claus Behtolt,claus,bechtolt,,,,echevinat,corporation_des_bouchers,,214,1,15,14.0
14,aves_aa_4R_1486_0015,1486,conseiller_des_cabaretiers,Hans Meÿger,johanns,meiger,,,,echevinat,corporation_des_cabaretiers,,214,1,16,15.0
15,aves_aa_4R_1486_0016,1486,conseiller_des_drapiers,Peter Renner,peter,renner,,,,echevinat,corporation_des_drapiers,,214,1,17,16.0
16,aves_aa_4R_1486_0017,1486,conseiller_des_marchands_de_grains,her Peter Schott altammeister,peter,schott,,,"['her', 'altammeister']",echevinat,corporation_des_marchands_de_grains,,214,1,18,17.0
17,aves_aa_4R_1486_0018,1486,conseiller_des_sauniers,her Matern Trachenfelß,mattern,trachenfeils,,,['her'],echevinat,corporation_des_sauniers,,214,1,19,18.0
18,aves_aa_4R_1486_0019,1486,conseiller_des_orfevres,Andres Happmacher,andres,happmacher,,,,echevinat,corporation_des_orfevres,,214,1,20,19.0
19,aves_aa_4R_1486_0020,1486,conseiller_des_boulangers,Hans Gùnther,johanns,gunther,,,,echevinat,corporation_des_boulangers,,214,1,22,20.0
20,aves_aa_4R_1486_0021,1486,conseiller_des_pelletiers,Claus Pfùtzer,claus,pfutzer,,,,echevinat,corporation_des_pelletiers,,214,1,23,21.0
21,aves_aa_4R_1486_0022,1486,conseiller_des_tonneliers,Claus Vetter,claus,vetter,,,,echevinat,corporation_des_tonneliers,,214,1,24,22.0
22,aves_aa_4R_1486_0023,1486,conseiller_des_tanneurs,Hans Vendenheym,johanns,vendenheim,,,,echevinat,corporation_des_tanneurs,,214,1,25,23.0
23,aves_aa_4R_1486_0024,1486,conseiller_des_gourmets_et_courtiers,Hans Rörich,johanns,rörich,,,,echevinat,corporation_des_gourmets_et_courtiers,,214,1,26,24.0
24,aves_aa_4R_1486_0025,1486,conseiller_des_tailleurs,Peter Hug,peter,hug,,,,echevinat,corporation_des_tailleurs,,214,1,27,25.0
25,aves_aa_4R_1486_0026,1486,conseiller_des_forgerons,Hans von Dachstein,johanns,"dachstein, von",,,,echevinat,corporation_des_forgerons,,214,1,28,26.0
26,aves_aa_4R_1486_0027,1486,conseiller_des_cordonniers,Erhart Gisebreht,erhart,gisebrecht,,,,echevinat,corporation_des_cordonniers,,214,1,29,27.0
27,aves_aa_4R_1486_0028,1486,conseiller_des_pêcheurs,Hans Bùlle,johanns,bülle,,,,echevinat,corporation_des_pêcheurs,,214,1,30,28.0
28,aves_aa_4R_1486_0029,1486,conseiller_des_charrons,Hans Claus,johanns,claus,,,,echevinat,corporation_des_charrons,,214,1,31,29.0
29,aves_aa_4R_1486_0030,1486,conseiller_des_jardiniers,Hans Rorbosch,johanns,rohrbosch,,,,echevinat,corporation_des_jardiniers,,214,1,32,30.0
30,aves_aa_4R_1486_0031,1486,conseiller_des_maçons,Claus Lötschel,claus,lötschel,,,,echevinat,corporation_des_maçons,,214,1,33,31.0
4,aves_aa_4R_1487_0005,1487,ammeister,her Jacob Ammelung der                      ammeister,jacob,ammelung,,,"['her', 'ammeister']",echevinat,,,214,2,5,5.0
11,aves_aa_4R_1487_0012,1487,conseiller_des_bateliers,Blesin Dolde,blesin,dolde,,,,echevinat,corporation_des_bateliers,,214,2,12,12.0
12,aves_aa_4R_1487_0013,1487,conseiller_des_marchands,Hans Erhart von Rotwil,johanns-erhart,"rottweil, von",,,,echevinat,corporation_des_marchands,,214,2,13,13.0
13,aves_aa_4R_1487_0014,1487,conseiller_des_bouchers,Claus Behtolt,claus,bechtolt,,,,echevinat,corporation_des_bouchers,,214,2,14,14.0
14,aves_aa_4R_1487_0015,1487,conseiller_des_cabaretiers,Adam Mesener,adam,messner,,,,echevinat,corporation_des_cabaretiers,,214,2,15,15.0
15,aves_aa_4R_1487_0016,1487,conseiller_des_drapiers,Obreht Armbroster,obrecht,armbruster,,,,echevinat,corporation_des_drapiers,,214,2,16,16.0
16,aves_aa_4R_1487_0017,1487,conseiller_des_marchands_de_grains,Claus Jorger,claus,jerger,,,,echevinat,corporation_des_marchands_de_grains,,214,2,17,17.0
17,aves_aa_4R_1487_0018,1487,conseiller_des_sauniers,her Matern Trachenfelß,mattern,trachenfeils,,,['her'],echevinat,corporation_des_sauniers,,214,2,18,18.0
18,aves_aa_4R_1487_0019,1487,conseiller_des_orfevres,Steffan Rotschilt,stefan,rotschilt,,,,echevinat,corporation_des_orfevres,,214,2,19,19.0
19,aves_aa_4R_1487_0020,1487,conseiller_des_boulangers,Hans Gùnther,johanns,gunther,,,,echevinat,corporation_des_boulangers,,214,2,21,20.0
20,aves_aa_4R_1487_0021,1487,conseiller_des_pelletiers,Arbgast Burnherre,arbogast,burnherr,,,,echevinat,corporation_des_pelletiers,,214,2,22,21.0
21,aves_aa_4R_1487_0022,1487,conseiller_des_tonneliers,Claus Vetter,claus,vetter,,,,echevinat,corporation_des_tonneliers,,214,2,23,22.0
22,aves_aa_4R_1487_0023,1487,conseiller_des_tanneurs,Oberlin von Bùre,oberlin,"büre, von",,,,echevinat,corporation_des_tanneurs,,214,2,24,23.0
23,aves_aa_4R_1487_0024,1487,conseiller_des_gourmets_et_courtiers,Hans Rörich,johanns,rörich,,,,echevinat,corporation_des_gourmets_et_courtiers,,214,2,24,24.0
24,aves_aa_4R_1487_0025,1487,conseiller_des_tailleurs,Behtolt Vogelsberg,bechtolt,vogelsberg,,,,echevinat,corporation_des_tailleurs,,214,2,26,25.0
25,aves_aa_4R_1487_0026,1487,conseiller_des_forgerons,Hans von Dachstein,johanns,"dachstein, von",,,,echevinat,corporation_des_forgerons,,214,2,27,26.0
26,aves_aa_4R_1487_0027,1487,conseiller_des_cordonniers,Erhart Gisebreht,erhart,gisebrecht,,,,echevinat,corporation_des_cordonniers,,214,2,28,27.0
27,aves_aa_4R_1487_0028,1487,conseiller_des_pêcheurs,Diebolt Volck,diebolt,volk,,,,echevinat,corporation_des_pêcheurs,,214,2,29,28.0
28,aves_aa_4R_1487_0029,1487,conseiller_des_charrons,Marx Rebestock,marx,rebestock,,,,echevinat,corporation_des_charrons,,214,2,31,29.0
29,aves_aa_4R_1487_0030,1487,conseiller_des_jardiniers,Hans Rorbosch,johanns,rohrbosch,,,,echevinat,corporation_des_jardiniers,,214,2,32,30.0
30,aves_aa_4R_1487_0031,1487,conseiller_des_maçons,Claus Loͤtschel,claus,lötschel,,,,echevinat,corporation_des_maçons,,214,2,33,31.0
4,aves_aa_4R_1488_0005,1488,ammeister,her Peter Schott der ammeister,peter,schott,,,"['her', 'ammeister']",echevinat,,,215,1,5,5.0
11,aves_aa_4R_1488_0012,1488,conseiller_des_bateliers,Götz von Hohemburg,götze,"hohenburg, von",,,,echevinat,corporation_des_bateliers,,215,1,12,12.0
12,aves_aa_4R_1488_0013,1488,conseiller_des_marchands,Hans Erhart von Rotwil,johanns-erhart,"rottweil, von",,,,echevinat,corporation_des_marchands,,215,1,13,13.0
13,aves_aa_4R_1488_0014,1488,conseiller_des_bouchers,her Marx Kerling altammeister,marx,kerling,,,"['her', 'altammeister']",echevinat,corporation_des_bouchers,,215,1,14,14.0
14,aves_aa_4R_1488_0015,1488,conseiller_des_cabaretiers,Adam Mesener,adam,messner,,,,echevinat,corporation_des_cabaretiers,,215,1,15,15.0
15,aves_aa_4R_1488_0016,1488,conseiller_des_drapiers,Obreht Armbroster,obrecht,armbruster,,,,echevinat,corporation_des_drapiers,,215,1,16,16.0
16,aves_aa_4R_1488_0017,1488,conseiller_des_marchands_de_grains,Claus Jorger,claus,jerger,,,,echevinat,corporation_des_marchands_de_grains,,215,1,17,17.0
17,aves_aa_4R_1488_0018,1488,conseiller_des_sauniers,Lienhart Trachenfelß,lienhart,trachenfeils,,,,echevinat,corporation_des_sauniers,,215,1,18,18.0
18,aves_aa_4R_1488_0019,1488,conseiller_des_orfevres,Steffan Rotschilt,stefan,rotschilt,,,,echevinat,corporation_des_orfevres,,215,1,19,19.0
